name,printings,rarity
Ashcloud Phoenix,"KTK, MKC",mythic
Barrage of Boulders,"KTK, PLST",common
Bloodfire Mentor,KTK,common
Bring Low,"KTK, PLST",common
Canyon Lurkers,"KTK, PLST",common
Crater's Claws,"KTK, PKTK",rare
Dragon Grip,KTK,uncommon
Dragon-Style Twins,"KTK, PIO, PKTK",rare
Goblinslide,"KTK, PLST",uncommon
Horde Ambusher,KTK,uncommon
Howl of the Horde,KTK,rare
Jeering Instigator,"KTK, PKTK, PRM, UGIN",rare
Leaping Master,"KTK, PLST",common
Mardu Blazebringer,KTK,uncommon
Mardu Warshrieker,"KTK, PLST",common
Valley Dasher,"KTK, PLST",common
Alpine Grizzly,"KTK, PLST",common
Archers' Parapet,KTK,common
Become Immense,"KTK, PLST, TSR, UMA",uncommon
Dragonscale Boon,"KTK, PLST, PRM, UGIN",common
Feed the Clan,"KTK, PLST",common
Heir of the Wilds,"KTK, PKTK, PRM",uncommon
Highland Game,"KTK, M19",common
Kin-Tree Warden,"KTK, PLST",common
Longshot Squad,"KTK, PLST",common
Meandering Towershell,"KTK, PLST, SLD",rare
Pine Walker,KTK,uncommon
Rattleclaw Mystic,"KTK, PKTK, PRM",rare
Sagu Archer,"KTK, PLST",common
Scout the Borders,KTK,common
See the Unwritten,KTK,mythic
Smoke Teller,KTK,common
Temur Charger,KTK,uncommon
Tusked Colossodon,KTK,common
Abomination of Gudul,KTK,common
Abzan Guide,"KTK, PLST",common
"Anafenza, the Foremost","KTK, PKTK",mythic
Armament Corps,"KTK, PLST",uncommon
Avalanche Tusker,"KTK, PKTK, PRM",rare
Butcher of the Horde,"KTK, PKTK",rare
Chief of the Edge,KTK,uncommon
Chief of the Scale,KTK,uncommon
Death Frenzy,KTK,uncommon
Efreet Weaponmaster,KTK,common
Flying Crane Technique,"KTK, PKTK",rare
Highspire Mantis,"KTK, PLST",uncommon
Ivorytusk Fortress,"KTK, PKTK, PRM",rare
Kheru Lich Lord,"KTK, PKTK",rare
Kin-Tree Invocation,"KTK, PLST",uncommon
Mantis Rider,"KTK, PLST",rare
Mardu Ascendancy,"KTK, PKTK",rare
Mardu Charm,KTK,uncommon
Mardu Roughrider,"KTK, PLST",uncommon
Master the Way,KTK,uncommon
Mindswipe,KTK,rare
Ponyback Brigade,KTK,common
Rakshasa Deathdealer,KTK,rare
Rakshasa Vizier,"KTK, PKTK, PRM",rare
Sage of the Inward Eye,"KTK, PKTK, PRM",rare
Savage Knuckleblade,"KTK, PLST",rare
Snowhorn Rider,KTK,common
"Sorin, Solemn Visitor","KTK, PLST",mythic
Temur Ascendancy,"KTK, PKTK, TDC, TSR",rare
Trap Essence,"KTK, PKTK",rare
Warden of the Eye,"KTK, PLST",uncommon
Winterflame,KTK,uncommon
Abzan Banner,KTK,common
Altar of the Brood,"KTK, PRM, UGIN",rare
Briber's Purse,"KTK, PRM, UGIN",uncommon
Cranial Archive,KTK,uncommon
Dragon Throne of Tarkir,"KTK, PKTK, PLST, PRM",rare
Ghostfire Blade,"KTK, PRM, UGIN",rare
Jeskai Banner,KTK,common
Lens of Clarity,KTK,common
Mardu Banner,KTK,common
Sultai Banner,KTK,common
Temur Banner,KTK,common
Ugin's Nexus,KTK,mythic
Witness of the Ages,KTK,uncommon
"Chimil, the Inner Sun","LCC, LCI, PLCI",mythic
Chromatic Orrery,"LCC, M21, PM21, PRM",mythic
Bellowing Aegisaur,"LCC, PLST, XLN",uncommon
Kinjalli's Sunwing,"LCC, PXLN, XLN",rare
Majestic Heliopterus,"LCC, RIX",uncommon
Martyr of Dusk,"LCC, RIX",common
"Mavren Fein, Dusk Apostle","LCC, PXLN, XLN",rare
Radiant Destiny,"LCC, PRIX, RIX",rare
Temple Altisaur,"LCC, PRIX, RIX",rare
Benthic Biomancer,"LCC, PRNA, RNA",rare
Deeproot Waters,"LCC, XLN",uncommon
Herald of Secret Streams,"LCC, PLST, PXLN, XLN",rare
"Kopala, Warden of Waves","LCC, PXLN, XLN",rare
"Thassa, God of the Sea","LCC, PIO, SLD, THS",mythic
Thieving Skydiver,"LCC, OTC, PRM, PZNR, ZNR",rare
Timestream Navigator,"LCC, PRIX, RIX",mythic
Warkite Marauder,"LCC, PRIX, RIX",rare
Champion of Dusk,"LCC, PRIX, RIX, VOC",rare
Fathom Fleet Captain,"LCC, PXLN, XLN",rare
Angrath's Marauders,"LCC, OTC, PXLN, XLN",rare
Marauding Raptor,"LCC, M20, PLST, PM20",rare
Otepec Huntmaster,"LCC, XLN",uncommon
Deathgorge Scavenger,"LCC, PXLN, XLN",rare
Deeproot Elite,"LCC, PRIX, RIX",rare
Evolution Sage,"LCC, NCC, ONC, PLST, SLD, WAR, ZNC",uncommon
Runic Armasaur,"LCC, M19, PM19",rare
Shifting Ceratops,"LCC, M20, PM20",rare
Admiral Beckett Brass,"LCC, PLST, PXLN, SLD, XLN",mythic
Atzocan Seer,"LCC, RIX",uncommon
Cruel Celebrant,"LCC, PLST, WAR",uncommon
"Kumena, Tyrant of Orazca","LCC, PRIX, RIX, SLD",mythic
Legion Lieutenant,"LCC, RIX",uncommon
Merfolk Mistbinder,"LCC, PLST, RIX",uncommon
Merfolk Skydiver,"LCC, WAR",uncommon
Prismari Command,"LCC, PRM, PSTX, STX, TDC",rare
Quandrix Command,"LCC, PRM, PSTX, STX",rare
Raging Swordtooth,"LCC, PLST, XLN",uncommon
Regisaur Alpha,"LCC, PXLN, SLD, XLN",rare
Rhythm of the Wild,"LCC, NEC, RNA, RVR, SLD",uncommon
"Tishana, Voice of Thunder","LCC, PXLN, XLN",mythic
"Vona, Butcher of Magan","LCC, MOC, PXLN, SLD, XLN",mythic
Abuelo's Awakening,"LCI, PLCI",rare
Acrobatic Leap,LCI,common
Adaptive Gemguard,LCI,common
Attentive Sunscribe,LCI,common
Bat Colony,LCI,uncommon
Clay-Fired Bricks // Cosmium Kiln,LCI,uncommon
Cosmium Blast,LCI,common
Dauntless Dismantler,LCI,uncommon
Deconstruction Hammer,LCI,common
Dusk Rose Reliquary,LCI,uncommon
Envoy of Okinec Ahau,LCI,common
Fabrication Foundry,"LCI, PLCI",rare
Family Reunion,LCI,common
Get Lost,"LCI, PLCI, PWCS",rare
Glorifier of Suffering,LCI,common
Guardian of the Great Door,LCI,uncommon
Helping Hand,LCI,uncommon
Ironpaw Aspirant,LCI,common
Kinjalli's Dawnrunner,LCI,uncommon
Kutzil's Flanker,"LCI, PLCI",rare
Malamet War Scribe,LCI,uncommon
Market Gnome,LCI,uncommon
Might of the Ancestors,LCI,uncommon
Miner's Guidewing,LCI,common
"Ojer Taq, Deepest Foundation // Temple of Civilization",LCI,mythic
Oltec Archaeologists,LCI,common
Oltec Cloud Guard,LCI,common
Oteclan Landmark // Oteclan Levitator,LCI,common
Petrify,LCI,common
Quicksand Whirlpool,LCI,common
Resplendent Angel,"LCI, M19, PLCI, PM19",mythic
Ruin-Lurker Bat,LCI,uncommon
Sanguine Evangelist,"LCI, PLCI",rare
Soaring Sandwing,LCI,common
Spring-Loaded Sawblades // Bladewheel Chariot,LCI,uncommon
Thousand Moons Crackshot,LCI,common
Thousand Moons Infantry,LCI,common
Thousand Moons Smithy // Barracks of the Thousand,LCI,rare
Tinker's Tote,LCI,common
Unstable Glyphbridge // Sandswirl Wanderglyph,LCI,rare
Vanguard of the Rose,LCI,uncommon
Warden of the Inner Sky,"LCI, PLCI",rare
"Akal Pakal, First Among Equals","LCI, PLCI",rare
Ancestral Reminiscence,LCI,common
Brackish Blunder,LCI,common
Braided Net // Braided Quipu,LCI,rare
Cogwork Wrestler,LCI,common
Confounding Riddle,LCI,uncommon
Council of Echoes,LCI,uncommon
Deeproot Pilgrimage,"LCI, PLCI",rare
Didact Echo,LCI,common
The Enigma Jewel // Locus of Enlightenment,LCI,mythic
The Everflowing Well // The Myriad Pools,LCI,rare
Frilled Cave-Wurm,LCI,common
Hermitic Nautilus,LCI,uncommon
Hurl into History,LCI,uncommon
Inverted Iceberg // Iceberg Titan,LCI,common
Kitesail Larcenist,"LCI, PLCI",rare
Lodestone Needle // Guidestone Compass,LCI,uncommon
"Malcolm, Alluring Scoundrel","LCI, PLCI",rare
Marauding Brinefang,LCI,common
Merfolk Cave-Diver,LCI,uncommon
Oaken Siren,LCI,common
"Ojer Pakpatiq, Deepest Epoch // Temple of Cyclical Time",LCI,mythic
Orazca Puzzle-Door,LCI,common
Out of Air,LCI,common
Pirate Hat,LCI,common
Relic's Roar,LCI,common
River Herald Scout,LCI,common
Sage of Days,LCI,common
Shipwreck Sentry,LCI,common
Sinuous Benthisaur,LCI,uncommon
Song of Stupefaction,LCI,common
Spyglass Siren,LCI,uncommon
Staunch Crewmate,LCI,uncommon
Subterranean Schooner,"LCI, PLCI",rare
Tishana's Tidebinder,"LCI, PJSC, PLCI",rare
Unlucky Drop,LCI,common
Waterlogged Hulk // Watertight Gondola,LCI,uncommon
Waterwind Scout,LCI,common
Waylaying Pirates,LCI,common
Zoetic Glyph,LCI,uncommon
Abyssal Gorestalker,LCI,uncommon
"Aclazotz, Deepest Betrayal // Temple of the Dead",LCI,mythic
Acolyte of Aclazotz,LCI,common
Another Chance,LCI,common
Bitter Triumph,"LCI, TDC",uncommon
Bloodletter of Aclazotz,"LCI, PLCI",mythic
Bloodthorn Flail,LCI,uncommon
Bringer of the Last Gift,"LCI, PLCI",rare
Broodrage Mycoid,LCI,common
Canonized in Blood,LCI,uncommon
Chupacabra Echo,LCI,uncommon
Corpses of the Lost,"LCI, PLCI",rare
Deathcap Marionette,LCI,common
Deep Goblin Skulltaker,LCI,common
Deep-Cavern Bat,"LCI, SCH",uncommon
Defossilize,LCI,uncommon
Echo of Dusk,LCI,common
Fanatical Offering,LCI,common
Fungal Fortitude,LCI,common
Gargantuan Leech,LCI,uncommon
Grasping Shadows // Shadows' Lair,LCI,uncommon
Greedy Freebooter,LCI,common
Join the Dead,LCI,common
Malicious Eclipse,LCI,uncommon
Mephitic Draught,LCI,common
Preacher of the Schism,"LCI, PLCI, SCH",rare
Primordial Gnawer,LCI,common
Queen's Bay Paladin,"LCI, PLCI",rare
Rampaging Spiketail,LCI,common
Ray of Ruin,LCI,common
Screaming Phantom,LCI,common
Skullcap Snail,LCI,common
Soulcoil Viper,LCI,uncommon
Souls of the Lost,"LCI, PLCI",rare
Stalactite Stalker,"LCI, PLCI",rare
Starving Revenant,"LCI, PLCI",rare
Stinging Cave Crawler,LCI,uncommon
Synapse Necromage,LCI,uncommon
Tarrian's Journal // The Tomb of Aclazotz,LCI,rare
Terror Tide,"LCI, PLCI",rare
Tithing Blade // Consuming Sepulcher,LCI,common
Visage of Dread // Dread Osseosaur,LCI,uncommon
Vito's Inquisitor,LCI,common
Ancestors' Aid,LCI,common
Belligerent Yearling,LCI,uncommon
Bonehoard Dracosaur,"LCI, PLCI",mythic
"Brass's Tunnel-Grinder // Tecutlan, the Searing Rift",LCI,rare
Brazen Blademaster,LCI,common
"Breeches, Eager Pillager","LCI, PLCI, SLD",rare
Burning Sun Cavalry,LCI,common
Calamitous Cave-In,LCI,uncommon
Child of the Volcano,LCI,common
Curator of Sun's Creation,LCI,uncommon
Daring Discovery,LCI,common
Diamond Pick-Axe,LCI,uncommon
Dinotomaton,LCI,common
Dire Flail // Dire Blunderbuss,LCI,rare
Dowsing Device // Geode Grotto,LCI,uncommon
Dreadmaw's Ire,LCI,uncommon
Enterprising Scallywag,LCI,uncommon
Etali's Favor,LCI,common
Geological Appraiser,LCI,uncommon
A-Geological Appraiser,LCI,uncommon
Goblin Tomb Raider,LCI,common
Goldfury Strider,LCI,uncommon
Hit the Mother Lode,"LCI, PLCI",rare
Hotfoot Gnome,LCI,common
Idol of the Deep King // Sovereign's Macuahuitl,LCI,common
"Inti, Seneschal of the Sun","LCI, PLCI",rare
Magmatic Galleon,"LCI, PLCI",rare
"Ojer Axonil, Deepest Might // Temple of Power",LCI,mythic
Panicked Altisaur,LCI,common
Plundering Pirate,LCI,common
Poetic Ingenuity,"LCI, PLCI",rare
Rampaging Ceratops,LCI,uncommon
Saheeli's Lattice // Mastercraft Raptor,LCI,uncommon
Scytheclaw Raptor,"LCI, PIO",uncommon
Seismic Monstrosaur,LCI,common
Sunfire Torch,LCI,common
Sunshot Militia,LCI,common
Tectonic Hazard,LCI,common
Triumphant Chomp,LCI,uncommon
Trumpeting Carnosaur,"LCI, PLCI",rare
Volatile Wanderglyph,LCI,common
Zoyowa's Justice,LCI,uncommon
Basking Capybara,LCI,common
Bedrock Tortoise,"LCI, PLCI",rare
Cavern Stomper,LCI,common
Cenote Scout,LCI,uncommon
Coati Scavenger,LCI,uncommon
Colossadactyl,LCI,uncommon
Cosmium Confluence,"LCI, PLCI",rare
Disturbed Slumber,LCI,common
Earthshaker Dreadmaw,LCI,uncommon
Explorer's Cache,LCI,uncommon
"Ghalta, Stampede Tyrant","LCI, PLCI",mythic
Glimpse the Core,"LCI, PWCS",uncommon
Glowcap Lantern,LCI,uncommon
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun","LCI, P22, PXLN, PXTC, XLN",rare
"Huatli, Poet of Unity // Roar of the Fifth People",LCI,mythic
Huatli's Final Strike,LCI,common
Hulking Raptor,"LCI, PLCI",rare
In the Presence of Ages,LCI,common
Intrepid Paleontologist,"LCI, PLCI",rare
Ixalli's Lorekeeper,LCI,uncommon
Jade Seedstones // Jadeheart Attendant,LCI,uncommon
Jadelight Spelunker,"LCI, PLCI",rare
Kaslem's Stonetree // Kaslem's Strider,LCI,common
Malamet Battle Glyph,LCI,uncommon
Malamet Brawler,LCI,common
Malamet Scythe,LCI,common
Malamet Veteran,LCI,common
Mineshaft Spider,LCI,common
Nurturing Bristleback,LCI,common
"Ojer Kaslem, Deepest Growth // Temple of Cultivation",LCI,mythic
Over the Edge,LCI,common
Pathfinding Axejaw,LCI,common
Poison Dart Frog,"LCI, M3C",common
Pugnacious Hammerskull,"LCI, PLCI",rare
River Herald Guide,LCI,common
Seeker of Sunlight,LCI,common
Sentinel of the Nameless City,"LCI, PLCI",rare
The Skullspore Nexus,"LCI, PLCI",mythic
Spelunking,LCI,uncommon
Staggering Size,LCI,common
Tendril of the Mycotyrant,LCI,uncommon
Twists and Turns // Mycoid Maze,LCI,uncommon
Walk with the Ancestors,LCI,common
"Abuelo, Ancestral Echo","LCI, PLCI",rare
"Akawalli, the Seething Tower",LCI,uncommon
Amalia Benavides Aguirre,"LCI, PLCI",rare
The Ancient One,"LCI, PLCI",mythic
"Anim Pakal, Thousandth Moon","LCI, PLCI",rare
Bartolomé del Presidio,LCI,uncommon
The Belligerent,"LCI, PLCI",rare
Caparocti Sunborn,LCI,uncommon
"Captain Storm, Cosmium Raider",LCI,uncommon
Deepfathom Echo,"LCI, PLCI",rare
"Gishath, Sun's Avatar","LCI, PLCI, PXLN, SLD, XLN",mythic
"Itzquinth, Firstborn of Gishath",LCI,uncommon
"Kellan, Daring Traveler // Journey On","LCI, PLCI",rare
"Kutzil, Malamet Exemplar",LCI,uncommon
Master's Guide-Mural // Master's Manufactory,LCI,uncommon
Molten Collapse,"LCI, PLCI",rare
The Mycotyrant,"LCI, PLCI",mythic
"Nicanzil, Current Conductor",LCI,uncommon
Palani's Hatcher,"LCI, PLCI",rare
Quintorius Kand,"LCI, PLCI",mythic
"Saheeli, the Sun's Brilliance","LCI, PLCI, PWCS",mythic
Sovereign Okinec Ahau,"LCI, PLCI",mythic
Squirming Emergence,"LCI, PLCI",rare
"Uchbenbak, the Great Mistake",LCI,uncommon
"Vito, Fanatic of Aclazotz","LCI, PLCI",mythic
Wail of the Forgotten,"LCI, PLCI",rare
Zoyowa Lava-Tongue,LCI,uncommon
Buried Treasure,LCI,common
Careening Mine Cart,LCI,uncommon
Cartographer's Companion,LCI,common
Compass Gnome,LCI,common
Contested Game Ball,LCI,uncommon
Digsite Conservator,LCI,uncommon
Disruptor Wanderglyph,LCI,common
Hoverstone Pilgrim,LCI,uncommon
Hunter's Blowgun,LCI,common
"Matzalantli, the Great Door // The Core",LCI,rare
The Millennium Calendar,"LCI, PLCI",mythic
Roaming Throne,"LCI, PLCI",rare
Runaway Boulder,LCI,common
Scampering Surveyor,LCI,uncommon
Sunbird Standard // Sunbird Effigy,LCI,uncommon
Swashbuckler's Whip,LCI,uncommon
Tarrian's Soulcleaver,"LCI, PLCI",rare
Threefold Thunderhulk,"LCI, PLCI",rare
Throne of the Grim Captain // The Grim Captain,LCI,rare
Treasure Map // Treasure Cove,"LCI, PLST, PXLN, PXTC, XLN",rare
Captivating Cave,LCI,common
Cavernous Maw,LCI,uncommon
Echoing Deeps,"LCI, PLCI",rare
Forgotten Monument,LCI,uncommon
Hidden Cataract,"LCI, M3C",common
Hidden Courtyard,LCI,common
Hidden Necropolis,LCI,common
Hidden Nursery,"LCI, M3C",common
Hidden Volcano,LCI,common
Pit of Offerings,LCI,uncommon
Promising Vein,LCI,common
Restless Anchorage,"LCI, PLCI",rare
Restless Prairie,"LCI, PLCI",rare
Restless Reef,"LCI, PLCI",rare
Restless Ridgeline,"LCI, PLCI",rare
Restless Vents,"LCI, PLCI",rare
Sunken Citadel,"LCI, PLCI",rare
Volatile Fault,"LCI, M3C",uncommon
Silvergill Adept,"LRW, PLST, PRIX, PRM, RIX",uncommon
Access Tunnel,"LTC, MKC, OTC, STX, TDC",uncommon
Shadowspear,"LTC, PLST, PRM, PTHB, SLD, THB",mythic
Deserted Temple,"LTC, MH3, ODY",mythic
"Urborg, Tomb of Yawgmoth","LTC, M15, PIO, PLC, PLST, PUMA, TSR, UMA, V12",mythic
Seasons Past,"LTC, PSOI, SIR, SOI",rare
The One Ring,"LTR, PLTR",mythic
Banish from Edoras,LTR,common
The Battle of Bywater,"LTR, PLTR",rare
Bill the Pony,LTR,uncommon
"Boromir, Warden of the Tower","LTR, PLTR",rare
Dawn of a New Age,"LTR, PLTR",mythic
Dúnedain Blade,LTR,common
Eagles of the North,LTR,common
Eastfarthing Farmer,LTR,common
East-Mark Cavalier,LTR,common
"Éowyn, Lady of Rohan",LTR,uncommon
Errand-Rider of Gondor,LTR,common
Escape from Orthanc,LTR,common
Esquire of the King,LTR,common
"Faramir, Field Commander",LTR,uncommon
Flowering of the White Tree,"LTR, PLTR",rare
Fog on the Barrow-Downs,LTR,common
Forge Anew,"LTR, PLTR",rare
"Frodo, Sauron's Bane","LTR, PLTR",rare
Gandalf the White,"LTR, PLTR",mythic
Hobbit's Sting,LTR,common
"Landroval, Horizon Witness",LTR,uncommon
Lost to Legend,LTR,uncommon
Nimble Hobbit,LTR,common
"Now for Wrath, Now for Ruin!",LTR,common
Protector of Gondor,LTR,common
Reprieve,LTR,uncommon
Rosie Cotton of South Lane,LTR,uncommon
Samwise the Stouthearted,LTR,uncommon
Second Breakfast,LTR,common
Shire Shirriff,LTR,uncommon
Slip On the Ring,"LTR, SLD",common
Soldier of the Grey Host,LTR,common
Stalwarts of Osgiliath,LTR,common
Tale of Tinúviel,LTR,uncommon
Took Reaper,LTR,common
War of the Last Alliance,"LTR, PLTR",rare
Westfold Rider,LTR,common
You Cannot Pass!,LTR,uncommon
Arwen's Gift,LTR,common
The Bath Song,LTR,uncommon
Bewitching Leechcraft,LTR,common
"Bill Ferny, Bree Swindler",LTR,uncommon
Birthday Escape,LTR,common
Borne Upon a Wind,"LTR, PLTR",rare
Captain of Umbar,LTR,common
Council's Deliberation,LTR,uncommon
Deceive the Messenger,LTR,common
Dreadful as the Storm,LTR,common
"Elrond, Lord of Rivendell",LTR,uncommon
"Gandalf, Friend of the Shire","LTR, PF23, PLTR, SLD",uncommon
Glorious Gale,LTR,common
"Goldberry, River-Daughter","LTR, PLTR",rare
Grey Havens Navigator,LTR,common
Hithlain Knots,LTR,common
Horses of the Bruinen,LTR,uncommon
Ioreth of the Healing House,LTR,uncommon
Isolation at Orthanc,LTR,common
Ithilien Kingfisher,LTR,common
Knights of Dol Amroth,LTR,common
Lórien Revealed,LTR,common
Lost Isle Calling,"LTR, PLTR",rare
"Meneldor, Swift Savior",LTR,uncommon
Nimrodel Watcher,LTR,common
Pelargir Survivor,LTR,common
Press the Enemy,"LTR, PLTR",rare
Rangers of Ithilien,"LTR, PLTR",rare
Saruman the White,LTR,uncommon
Saruman's Trickery,LTR,uncommon
Scroll of Isildur,"LTR, PLTR",rare
Soothing of Sméagol,LTR,common
Stern Scolding,LTR,uncommon
Storm of Saruman,"LTR, PLTR",mythic
Surrounded by Orcs,LTR,common
Treason of Isengard,LTR,common
The Watcher in the Water,"LTR, PLTR",mythic
Willow-Wind,LTR,common
Bitter Downfall,LTR,uncommon
The Black Breath,LTR,common
Call of the Ring,"LTR, PLTR",rare
Cirith Ungol Patrol,LTR,common
Claim the Precious,LTR,common
Dunland Crebain,LTR,common
Easterling Vanguard,LTR,common
"Gollum, Patient Plotter",LTR,uncommon
Gollum's Bite,LTR,uncommon
Gorbag of Minas Morgul,LTR,uncommon
"Gothmog, Morgul Lieutenant",LTR,uncommon
Gríma Wormtongue,"LTR, SLD",uncommon
"Grond, the Gatebreaker",LTR,uncommon
Haunt of the Dead Marshes,LTR,common
Isildur's Fateful Strike,"LTR, PLTR",rare
Lash of the Balrog,LTR,common
Lobelia Sackville-Baggins,"LTR, PLTR",rare
March from the Black Gate,LTR,uncommon
Mirkwood Bats,LTR,common
Mordor Muster,LTR,common
Mordor Trebuchet,LTR,common
Morgul-Knife Wound,LTR,common
Nasty End,LTR,common
Nazgûl,LTR,uncommon
Oath of the Grey Host,LTR,uncommon
One Ring to Rule Them All,"LTR, PLTR",rare
Orcish Bowmasters,"LTR, PLTR",rare
A-Orcish Bowmasters,LTR,rare
Orcish Medicine,LTR,common
Sam's Desperate Rescue,LTR,common
"Sauron, the Necromancer","LTR, PLTR",rare
Shadow of the Enemy,"LTR, PLTR",mythic
Shelob's Ambush,LTR,common
Snarling Warg,LTR,common
The Torment of Gollum,LTR,common
Troll of Khazad-dûm,LTR,common
Uruk-hai Berserker,LTR,common
Voracious Fell Beast,LTR,uncommon
Witch-king of Angmar,"LTR, PLTR",mythic
Battle-Scarred Goblin,LTR,common
Book of Mazarbul,LTR,uncommon
Breaking of the Fellowship,LTR,common
Cast into the Fire,LTR,common
Display of Power,"LTR, PLTR",rare
"Éomer, Marshal of Rohan","LTR, PLTR",rare
Éomer of the Riddermark,LTR,uncommon
Erebor Flamesmith,LTR,common
"Erkenbrand, Lord of Westfold",LTR,uncommon
Fall of Cair Andros,"LTR, PLTR",rare
"Fear, Fire, Foes!",LTR,uncommon
Fiery Inscription,LTR,uncommon
Fire of Orthanc,LTR,common
Foray of Orcs,LTR,uncommon
"Gimli, Counter of Kills",LTR,uncommon
Gimli's Axe,LTR,common
Gimli's Fury,LTR,common
"Glóin, Dwarf Emissary","LTR, PLTR",rare
Goblin Fireleaper,LTR,uncommon
"Grishnákh, Brash Instigator",LTR,uncommon
Haradrim Spearmaster,LTR,common
Hew the Entwood,"LTR, PLTR",mythic
Improvised Club,LTR,common
Moria Marauder,"LTR, PLTR",rare
Oliphaunt,LTR,common
Olog-hai Crusher,LTR,common
Quarrel's End,LTR,common
Rally at the Hornburg,LTR,common
Ranger's Firebrand,LTR,uncommon
Relentless Rohirrim,LTR,common
Rising of the Day,LTR,uncommon
Rohirrim Lancer,LTR,common
Rush the Room,LTR,common
Smite the Deathless,LTR,common
Spiteful Banditry,"LTR, PLTR",mythic
Swarming of Moria,LTR,common
There and Back Again,"LTR, PLTR",rare
Warbeast of Gorgoroth,LTR,common
Bag End Porter,LTR,common
Bombadil's Song,LTR,common
Brandywine Farmer,LTR,common
Celeborn the Wise,LTR,uncommon
Chance-Met Elves,LTR,common
Delighted Halfling,"LTR, PLTR",rare
Dúnedain Rangers,LTR,uncommon
Elven Chorus,"LTR, PLTR",rare
Elven Farsight,LTR,common
Enraged Huorn,LTR,common
Entish Restoration,LTR,uncommon
Ent's Fury,LTR,common
Fall of Gil-galad,"LTR, PLTR",rare
"Fangorn, Tree Shepherd","LTR, PLTR",rare
Galadhrim Bow,LTR,common
Galadhrim Guide,LTR,common
Generous Ent,LTR,common
Gift of Strands,LTR,uncommon
"Glorfindel, Dauntless Rescuer",LTR,uncommon
Last March of the Ents,"LTR, PLTR",mythic
"Legolas, Master Archer","LTR, PLTR",rare
Long List of the Ents,LTR,uncommon
Lothlórien Lookout,LTR,common
Many Partings,LTR,common
Meriadoc Brandybuck,LTR,uncommon
Mirkwood Spider,LTR,common
Mirrormere Guardian,LTR,common
Mushroom Watchdogs,LTR,common
Peregrin Took,LTR,uncommon
Pippin's Bravery,LTR,common
"Quickbeam, Upstart Ent",LTR,uncommon
Radagast the Brown,"LTR, PLTR",mythic
Revive the Shire,LTR,common
The Ring Goes South,"LTR, PLTR",rare
Shortcut to Mushrooms,LTR,uncommon
Shower of Arrows,LTR,common
Stew the Coneys,LTR,uncommon
Wose Pathfinder,LTR,common
"Aragorn, Company Leader","LTR, PLTR",rare
"Aragorn, the Uniter","LTR, PLTR",mythic
"Arwen, Mortal Queen","LTR, PLTR",mythic
Arwen Undómiel,LTR,uncommon
"The Balrog, Durin's Bane","LTR, PLTR",rare
"Bilbo, Retired Burglar","LTR, PLTR",uncommon
"Butterbur, Bree Innkeeper",LTR,uncommon
"Denethor, Ruling Steward",LTR,uncommon
Doors of Durin,"LTR, PLTR",rare
"Elrond, Master of Healing","LTR, PLTR",rare
"Éowyn, Fearless Knight","LTR, PLTR",rare
"Faramir, Prince of Ithilien","LTR, PLTR",rare
Flame of Anor,"LTR, PLTR",rare
Friendly Rivalry,LTR,uncommon
Frodo Baggins,"LTR, PLTR",uncommon
Galadriel of Lothlórien,"LTR, PLTR",rare
Gandalf the Grey,"LTR, PLTR",rare
Gandalf's Sanction,LTR,uncommon
"Gimli, Mournful Avenger","LTR, PLTR",rare
Gwaihir the Windlord,LTR,uncommon
King of the Oathbreakers,"LTR, PLTR",rare
"Legolas, Counter of Kills",LTR,uncommon
"Lotho, Corrupt Shirriff","LTR, PLTR",rare
"Mauhúr, Uruk-hai Captain",LTR,uncommon
"Merry, Esquire of Rohan","LTR, PLTR",rare
The Mouth of Sauron,LTR,uncommon
Old Man Willow,LTR,uncommon
"Pippin, Guard of the Citadel","LTR, PLTR",rare
Prince Imrahil the Fair,LTR,uncommon
Ringsight,LTR,uncommon
Rise of the Witch-king,LTR,uncommon
Samwise Gamgee,"LTR, PLTR",rare
Saruman of Many Colors,"LTR, PLTR",mythic
"Sauron, the Dark Lord","LTR, PLTR",mythic
Sauron's Ransom,"LTR, PLTR",rare
Shadow Summoning,"LTR, TDC",uncommon
